@relation CSV_data

@attribute BCharge numeric
@attribute Binding {TRUE,FALSE}
@attribute CPhilic numeric
@attribute CisPro {TRUE,FALSE}
@attribute Clash numeric
@attribute Glycine numeric
@attribute HBonds numeric
@attribute Impact numeric
@attribute Interface numeric
@attribute MLargest1 numeric
@attribute MLargest10 numeric
@attribute MLargest2 numeric
@attribute MLargest3 numeric
@attribute MLargest4 numeric
@attribute MLargest5 numeric
@attribute MLargest6 numeric
@attribute MLargest7 numeric
@attribute MLargest8 numeric
@attribute MLargest9 numeric
@attribute NLargest1 numeric
@attribute NLargest10 numeric
@attribute NLargest2 numeric
@attribute NLargest3 numeric
@attribute NLargest4 numeric
@attribute NLargest5 numeric
@attribute NLargest6 numeric
@attribute NLargest7 numeric
@attribute NLargest8 numeric
@attribute NLargest9 numeric
@attribute Proline numeric
@attribute Relaccess numeric
@attribute SPhobic numeric
@attribute SProtFT0 {TRUE,FALSE}
@attribute SProtFT1 {TRUE,FALSE}
@attribute SProtFT10 {TRUE,FALSE}
@attribute SProtFT11 {TRUE,FALSE}
@attribute SProtFT12 {TRUE,FALSE}
@attribute SProtFT2 {TRUE,FALSE}
@attribute SProtFT3 {TRUE,FALSE}
@attribute SProtFT4 {TRUE,FALSE}
@attribute SProtFT5 {TRUE,FALSE}
@attribute SProtFT6 {TRUE,FALSE}
@attribute SProtFT7 {TRUE,FALSE}
@attribute SProtFT8 {TRUE,FALSE}
@attribute SProtFT9 {TRUE,FALSE}
@attribute SSGeom {TRUE,FALSE}
@attribute Voids numeric
@attribute dataset {pd,snp}

@data
0.5,FALSE,0,FALSE,3.5239985584842e-05,0,0.76375,0.732888298361785,1,0.129760280824686,0.192563498413089,0.335799048702383,0.312167715622024,0.374468361718329,0.424527785091633,0.318490084392205,0.320493777480575,0.272682990801281,0.240924134392564,0.129760280824686,0.22625580740714,0.342390738495082,0.312167715622024,0.418932607761032,0.451899003237269,0.328776936198973,0.281061121326488,0.253603322626402,0.284423119280751,0,5.28917071680017e-05,0.802575107296137,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.406467809129869,pd
0.75,TRUE,0,FALSE,2.44504893048782e-05,0,0.786,0.536564140329808,0.787115516434734,0.0394306237743947,0.253804629735456,0.174602531037305,0.226118738615779,0.222989591431172,0.283369588458677,0.296487150667708,0.238682786631397,0.244204224457892,0.247216762815824,0.0394306237743947,0.276650801480292,0.178029955045995,0.226118738615779,0.247486704712097,0.301639701968131,0.314937765213678,0.251707350565255,0.258837657912437,0.289026050739873,0,0.00153973636422405,0.523605150214592,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.406467809129869,pd
0.5,FALSE,0,FALSE,2.69187545920273e-05,0,1,1,0.967456941104788,0.0212660485477528,0.0589091196820903,0.0674114868999486,0.070471015759809,0.0529276918872595,0.0613645239328005,0.064250471491437,0.0636987152553807,0.0585666319034624,0.0577827813502437,0.0212660485477528,0.0692162873397879,0.068734765247002,0.070471015759809,0.0587422039258644,0.0653209711429759,0.0682488258255645,0.0692852836358253,0.0624546324311245,0.0682154942832542,0,0.258640448051528,0.875536480686695,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.406467809129869,snp
0.5,FALSE,0.141630901287554,FALSE,2.83361742618753e-05,0,1,1,1,0.0352996383109062,0.0464621998716404,0.123104068355276,0.0566535809527426,0.0403938965404708,0.0512071984831162,0.0472882098565523,0.045965175984172,0.0479295077155579,0.0449282644600064,0.0352996383109062,0.0545528264221207,0.125520584524553,0.0566535809527426,0.044831475232189,0.0545087571785163,0.0502309901108307,0.0494021322839984,0.0470402031579158,0.0529099337217917,0,0.0863897883744028,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.406467809129869,pd
0.25,FALSE,0.660944206008584,FALSE,2.07969679144941e-05,0,0.77375,0.749326889978822,0.969600365578997,0.236372195027793,0.0349428096674081,0.0408517379764466,0.041835983281993,0.0478056571884925,0.0621632558575147,0.0502981349894272,0.0479495965077355,0.0470906112287231,0.0360978071207621,0.235119374454133,0.0410566575676422,0.0416536520535528,0.041835983281993,0.053057474513684,0.0661712009119279,0.0534282251096267,0.0521549199374347,0.0502167654116545,0.0426152860375243,0,0.0723969934002903,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.402905744904873,pd
0.5,FALSE,0,FALSE,2.61733873518486e-05,0,1,1,1,0.0203836935743771,0.107054939644637,0.0683875618024349,0.0902334745817751,0.10849135449362,0.140179219893373,0.139641476006325,0.126908229427418,0.123538436238663,0.118764880857731,0.0203836935743771,0.125786049826843,0.0697300003674714,0.0902334745817751,0.12040996012886,0.149217205490378,0.148331468279584,0.138038461786029,0.131739650644747,0.140207945375543,0,0.229262043147879,0.609442060085837,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.406467809129869,snp
0.5,FALSE,0,FALSE,7.39868629390492e-05,0,1,1,1,0.0102014759525928,0.0521372743817202,0.0392419652141921,0.0521753292494182,0.062289566756257,0.0722817049745802,0.0735964795306041,0.061280326028851,0.0569450429127818,0.052522669787539,0.0122982818481706,0.0607869924410091,0.0376941474050393,0.0469147323690071,0.0602248567406962,0.0726701917343371,0.0628641154889847,0.058694668002652,0.0549915979817398,0.059372559620352,0,0.00130466211014404,0.965665236051502,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.412429522582242,pd
0.5,FALSE,0,FALSE,1.69357212276668e-05,0,1,0.664498010413599,1,0.0208525089709274,0.09383654378731,0.0874818393756124,0.114028558096873,0.104542041544066,0.137302371279579,0.133349208465891,0.10412289993668,0.105840426484149,0.0982247918535056,0.0215324309555763,0.110254867375478,0.0891990960202844,0.114028558096873,0.116026784925529,0.109521632892606,0.1068139553237,0.109092352485555,0.102842035397248,0.112112292505156,0,0,0.918454935622318,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.408400987613864,snp
0,TRUE,0,FALSE,2.79329428040738e-05,0,0.67475,1,0.335190242522495,0.0644638076424995,0.107861582690803,0.277317896333337,0.242654897850499,0.178301463779613,0.122433941158903,0.119316861295792,0.101860344926215,0.107368342169848,0.107379633339906,0.0644638076424995,0.126733829002043,0.282761609034898,0.242654897850499,0.197889244215151,0.130327808720874,0.126742037771891,0.110793802687562,0.114496089787275,0.126767085160489,0,0.0811241250830106,0.862660944206009,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.406467809129869,pd
0.75,FALSE,0.377682403433476,FALSE,2.4474927575048e-05,0.977100294474277,1,0.399981839087653,1,0.0450347980396489,0.179439613866348,0.193855233075424,0.173657648548165,0.157598414437744,0.170366692171897,0.181568971100909,0.182503565447412,0.189775871005614,0.179204219962134,0.0450347980396489,0.210835672652051,0.197660585014515,0.173657648548165,0.174911806451233,0.18135100005455,0.19286814238623,0.198509675522933,0.202374319347728,0.211559640375643,0,0.272580351318473,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.406467809129869,pd
