@relation CSV_data

@attribute BCharge numeric
@attribute Binding {TRUE,FALSE}
@attribute CPhilic numeric
@attribute CisPro {TRUE,FALSE}
@attribute Clash numeric
@attribute Glycine numeric
@attribute HBonds numeric
@attribute Impact numeric
@attribute Interface numeric
@attribute MLargest1 numeric
@attribute MLargest10 numeric
@attribute MLargest2 numeric
@attribute MLargest3 numeric
@attribute MLargest4 numeric
@attribute MLargest5 numeric
@attribute MLargest6 numeric
@attribute MLargest7 numeric
@attribute MLargest8 numeric
@attribute MLargest9 numeric
@attribute NLargest1 numeric
@attribute NLargest10 numeric
@attribute NLargest2 numeric
@attribute NLargest3 numeric
@attribute NLargest4 numeric
@attribute NLargest5 numeric
@attribute NLargest6 numeric
@attribute NLargest7 numeric
@attribute NLargest8 numeric
@attribute NLargest9 numeric
@attribute Proline numeric
@attribute Relaccess numeric
@attribute SPhobic numeric
@attribute SProtFT0 {TRUE,FALSE}
@attribute SProtFT1 {TRUE,FALSE}
@attribute SProtFT10 {TRUE,FALSE}
@attribute SProtFT11 {TRUE,FALSE}
@attribute SProtFT12 {TRUE,FALSE}
@attribute SProtFT2 {TRUE,FALSE}
@attribute SProtFT3 {TRUE,FALSE}
@attribute SProtFT4 {TRUE,FALSE}
@attribute SProtFT5 {TRUE,FALSE}
@attribute SProtFT6 {TRUE,FALSE}
@attribute SProtFT7 {TRUE,FALSE}
@attribute SProtFT8 {TRUE,FALSE}
@attribute SProtFT9 {TRUE,FALSE}
@attribute SSGeom {TRUE,FALSE}
@attribute Voids numeric
@attribute dataset {pd,snp}

@data
0.5,FALSE,0,FALSE,3.11465753314016e-05,0,0,0.629632449162519,0.986497513845216,0.0341975031500602,0.135036881390503,0.137280430073619,0.11181940715621,0.137050578268564,0.154312533906347,0.141479816356467,0.137282054013323,0.139631510034493,0.131678762167056,0.0341975031500602,0.158663915438471,0.139975226301155,0.11181940715621,0.152106633214957,0.164261757906479,0.150284209908595,0.149322101902492,0.148901078166518,0.155453435053363,0,0.216761969687175,0.815450643776824,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.406467809129869,snp
0.75,TRUE,0,FALSE,2.45604615206423e-05,0,0.72375,1,0.991001969339238,0.0449759939761117,0.232018673676622,0.178028553945032,0.178452635144384,0.186933704076137,0.238135208350636,0.25003333777837,0.255982357199639,0.231660328106363,0.227132507743876,0.0449759939761117,0.276663714003115,0.181523230318843,0.178452635144384,0.207469802175539,0.253488857663636,0.265593097210109,0.278432777697914,0.247039315229962,0.27024889369456,0,0.144353222574181,0.523605150214592,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.406467809129869,pd
0.5,TRUE,0.300429184549356,FALSE,2.14201438038238e-05,0,1,0.447181232370407,0.854464742299448,0.0647357764363591,0.217619985405695,0.284157928919222,0.196899195373472,0.211189410481798,0.246179074990679,0.265142018935858,0.256854239775599,0.245792507384579,0.217502750904777,0.0647357764363591,0.255696359443315,0.289735910532956,0.196899195373472,0.234390183572148,0.261804932461284,0.274276220868231,0.279381126990836,0.26210967242118,0.256772992130714,0,0.149442580175013,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.406467809129869,snp
0.5,FALSE,0,FALSE,2.68210015113482e-05,0,1,1,0.472456451490061,0.028944389144123,0.0662634184081658,0.0774380286290277,0.10296781593806,0.0710849798753519,0.0861216793868849,0.0881622311546301,0.0801382387577449,0.0667432706138516,0.0671453983034497,0.028944389144123,0.0778573476128619,0.0789581266306545,0.10296781593806,0.0788942089671785,0.0916743319018624,0.0936486319678981,0.0871666026566654,0.0711740849347484,0.0792685368735107,0,0.0649098784078421,0.918454935622318,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.406467809129869,snp
0.5,FALSE,0,FALSE,2.87760631249316e-05,0,1,0.442624541540649,1,0.0816554696379184,0.206184116824772,0.416888348293558,0.508046764857814,0.337409558478221,0.399629261155299,0.343289581468005,0.245582889008559,0.222001569548266,0.213046179157576,0.0816554696379184,0.242259588193822,0.425071810041769,0.508046764857814,0.374476580858319,0.425395159333435,0.364652745878501,0.267121244955189,0.236739350969062,0.251511783905008,0,0.333840701931723,0.875536480686695,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.406467809129869,snp
0.5,FALSE,0.124463519313305,FALSE,3.03767698210531e-05,0,1,1,1,0.0038637209947119,0.0224783063573143,0.0135884642963063,0.0177971038240992,0.0226080588801834,0.028167670088373,0.0262244489741489,0.0246474497434653,0.0253042821190151,0.0226623669865985,0.0038637209947119,0.0264112741819271,0.0146850769852644,0.0180828646422944,0.0262254339004812,0.0320566719523871,0.0278564158186237,0.0268091050114467,0.0269841305076506,0.0267540698023668,0,0.227316803695367,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.406467809129869,snp
0,FALSE,0,FALSE,2.53669244362455e-05,0,1,0.815584340743842,1,0.105838052726958,0.0717604599843507,0.0621459382144587,0.0567814739063404,0.0682778766837976,0.0844005181154874,0.089171889585278,0.090847402795942,0.0926200007077539,0.0926296953545222,0.105838052726958,0.0843161915288685,0.0633658545548084,0.0567814739063404,0.0757787240057245,0.0898421996121297,0.0947211221890132,0.0988149925011747,0.098768665910448,0.109354037764562,0,0.287889562115433,0.862660944206009,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.406467809129869,pd
0.5,FALSE,0,FALSE,3.11587944664865e-05,0,1,1,1,0.0422640975759348,0.204412579235645,0.19426067957338,0.245348643185654,0.262997444952388,0.262160781909075,0.271601927876098,0.256731939504763,0.231196124839454,0.22425333341814,0.0422640975759348,0.228500003873757,0.198164327098568,0.245348643185654,0.291889727144767,0.279063468147421,0.296946235862859,0.279248100619431,0.246544295395872,0.232779680022426,0,0.0031147338665601,0.798283261802575,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.406467809129869,pd
0.25,FALSE,0.742489270386266,FALSE,2.22754832597666e-05,0,1,1,0.988477733410221,0.00290756692159698,0.0210408552614227,0.0125373067090133,0.0142640609809589,0.0180670786227683,0.0223980689065325,0.022808755453108,0.0203057901287901,0.0213700033097901,0.0203535151156652,0.00290756692159698,0.0247920438199375,0.0110432820098237,0.0142640609809589,0.0200518854867872,0.0225216836806672,0.0231840008741807,0.0229084285079805,0.0228508258839878,0.0256953204781642,0,0.127098772324708,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.406467809129869,pd
0.5,FALSE,0,FALSE,2.23976746106156e-05,0,0,0.851796648941138,1,0.0240267523206656,0.18458718338711,0.119389727937892,0.130082121264502,0.168244446154295,0.216898128104584,0.220844684053112,0.177735827469824,0.1847695532616,0.181426145362261,0.0240267523206656,0.21688389834229,0.121733332108429,0.130082121264502,0.186727386231794,0.230882527213936,0.234588011987608,0.19332379262476,0.197035652527154,0.214182735628041,0,0.237777608001928,0.879828326180257,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.406467809129869,snp
