@relation CSV_data

@attribute BCharge numeric
@attribute Binding {TRUE,FALSE}
@attribute CPhilic numeric
@attribute CisPro {TRUE,FALSE}
@attribute Clash numeric
@attribute Glycine numeric
@attribute HBonds numeric
@attribute Impact numeric
@attribute Interface numeric
@attribute MLargest1 numeric
@attribute MLargest10 numeric
@attribute MLargest2 numeric
@attribute MLargest3 numeric
@attribute MLargest4 numeric
@attribute MLargest5 numeric
@attribute MLargest6 numeric
@attribute MLargest7 numeric
@attribute MLargest8 numeric
@attribute MLargest9 numeric
@attribute NLargest1 numeric
@attribute NLargest10 numeric
@attribute NLargest2 numeric
@attribute NLargest3 numeric
@attribute NLargest4 numeric
@attribute NLargest5 numeric
@attribute NLargest6 numeric
@attribute NLargest7 numeric
@attribute NLargest8 numeric
@attribute NLargest9 numeric
@attribute Proline numeric
@attribute Relaccess numeric
@attribute SPhobic numeric
@attribute SProtFT0 {TRUE,FALSE}
@attribute SProtFT1 {TRUE,FALSE}
@attribute SProtFT10 {TRUE,FALSE}
@attribute SProtFT11 {TRUE,FALSE}
@attribute SProtFT12 {TRUE,FALSE}
@attribute SProtFT2 {TRUE,FALSE}
@attribute SProtFT3 {TRUE,FALSE}
@attribute SProtFT4 {TRUE,FALSE}
@attribute SProtFT5 {TRUE,FALSE}
@attribute SProtFT6 {TRUE,FALSE}
@attribute SProtFT7 {TRUE,FALSE}
@attribute SProtFT8 {TRUE,FALSE}
@attribute SProtFT9 {TRUE,FALSE}
@attribute SSGeom {TRUE,FALSE}
@attribute Voids numeric
@attribute dataset {pd,snp}

@data
0.5,FALSE,0,FALSE,3.5239985584842e-05,0,0.76375,0.732888298361785,1,0.129760280824686,0.192563498413089,0.335799048702383,0.312167715622024,0.374468361718329,0.424527785091633,0.318490084392205,0.320493777480575,0.272682990801281,0.240924134392564,0.129760280824686,0.22625580740714,0.342390738495082,0.312167715622024,0.418932607761032,0.451899003237269,0.328776936198973,0.281061121326488,0.253603322626402,0.284423119280751,0,5.28917071680017e-05,0.802575107296137,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.406467809129869,pd
0.25,FALSE,0,FALSE,3.20507913276839e-05,0,1,0.346912127459563,1,0.0279348703833481,0.0652391795539066,0.085996703870137,0.0915164007725534,0.117594540741468,0.0737165950694208,0.0781799478025642,0.0804913314751582,0.0729506882906287,0.0645863678092197,0.0264803518717554,0.0744019565054581,0.130767004740381,0.0893342272517903,0.0752751815403099,0.0848818989468061,0.0853580802020329,0.082478495857945,0.084830416859976,0.0828903105664684,0,0.570137342132946,0.626609442060086,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.402332270119999,snp
0.75,FALSE,0.124463519313305,FALSE,2.27642486631625e-05,0,0.7955,1,1,0.0166755093277211,0.103098652224752,0.0809624098538516,0.100164162595907,0.124595052812277,0.157710678798439,0.163671346655745,0.123203714772097,0.113049107709729,0.102443905924357,0.0166755093277211,0.121137541610605,0.0825516909810262,0.100164162595907,0.138282772958297,0.167878996503148,0.173856735542124,0.134009050084429,0.120553978250205,0.120940209447148,0,0.0484958186167056,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.406467809129869,pd
0.5,TRUE,0.300429184549356,FALSE,2.14201438038238e-05,0,1,0.447181232370407,0.854464742299448,0.0647357764363591,0.217619985405695,0.284157928919222,0.196899195373472,0.211189410481798,0.246179074990679,0.265142018935858,0.256854239775599,0.245792507384579,0.217502750904777,0.0647357764363591,0.255696359443315,0.289735910532956,0.196899195373472,0.234390183572148,0.261804932461284,0.274276220868231,0.279381126990836,0.26210967242118,0.256772992130714,0,0.149442580175013,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.406467809129869,snp
0.5,FALSE,0.141630901287554,FALSE,2.83361742618753e-05,0,1,1,1,0.0352996383109062,0.0464621998716404,0.123104068355276,0.0566535809527426,0.0403938965404708,0.0512071984831162,0.0472882098565523,0.045965175984172,0.0479295077155579,0.0449282644600064,0.0352996383109062,0.0545528264221207,0.125520584524553,0.0566535809527426,0.044831475232189,0.0545087571785163,0.0502309901108307,0.0494021322839984,0.0470402031579158,0.0529099337217917,0,0.0863897883744028,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.406467809129869,pd
0.5,FALSE,0.124463519313305,FALSE,3.03767698210531e-05,0,1,1,1,0.0038637209947119,0.0224783063573143,0.0135884642963063,0.0177971038240992,0.0226080588801834,0.028167670088373,0.0262244489741489,0.0246474497434653,0.0253042821190151,0.0226623669865985,0.0038637209947119,0.0264112741819271,0.0146850769852644,0.0180828646422944,0.0262254339004812,0.0320566719523871,0.0278564158186237,0.0268091050114467,0.0269841305076506,0.0267540698023668,0,0.227316803695367,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.406467809129869,snp
0.5,FALSE,0,FALSE,7.39868629390492e-05,0,1,1,1,0.0102014759525928,0.0521372743817202,0.0392419652141921,0.0521753292494182,0.062289566756257,0.0722817049745802,0.0735964795306041,0.061280326028851,0.0569450429127818,0.052522669787539,0.0122982818481706,0.0607869924410091,0.0376941474050393,0.0469147323690071,0.0602248567406962,0.0726701917343371,0.0628641154889847,0.058694668002652,0.0549915979817398,0.059372559620352,0,0.00130466211014404,0.965665236051502,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.412429522582242,pd
0,FALSE,0,FALSE,2.53669244362455e-05,0,1,0.815584340743842,1,0.105838052726958,0.0717604599843507,0.0621459382144587,0.0567814739063404,0.0682778766837976,0.0844005181154874,0.089171889585278,0.090847402795942,0.0926200007077539,0.0926296953545222,0.105838052726958,0.0843161915288685,0.0633658545548084,0.0567814739063404,0.0757787240057245,0.0898421996121297,0.0947211221890132,0.0988149925011747,0.098768665910448,0.109354037764562,0,0.287889562115433,0.862660944206009,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.406467809129869,pd
0.5,FALSE,0,FALSE,1.69357212276668e-05,0,1,0.664498010413599,1,0.0208525089709274,0.09383654378731,0.0874818393756124,0.114028558096873,0.104542041544066,0.137302371279579,0.133349208465891,0.10412289993668,0.105840426484149,0.0982247918535056,0.0215324309555763,0.110254867375478,0.0891990960202844,0.114028558096873,0.116026784925529,0.109521632892606,0.1068139553237,0.109092352485555,0.102842035397248,0.112112292505156,0,0,0.918454935622318,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.408400987613864,snp
0,TRUE,0,FALSE,2.79329428040738e-05,0,0.67475,1,0.335190242522495,0.0644638076424995,0.107861582690803,0.277317896333337,0.242654897850499,0.178301463779613,0.122433941158903,0.119316861295792,0.101860344926215,0.107368342169848,0.107379633339906,0.0644638076424995,0.126733829002043,0.282761609034898,0.242654897850499,0.197889244215151,0.130327808720874,0.126742037771891,0.110793802687562,0.114496089787275,0.126767085160489,0,0.0811241250830106,0.862660944206009,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.406467809129869,pd
0.5,FALSE,0,FALSE,3.09632883051281e-05,0,1,1,1,0.145711030069311,0.494465593487072,0.272368445750883,0.322292241393953,0.418088569677448,0.55068855286386,0.589975806297983,0.570331532363216,0.593870018922008,0.552360477713961,0.145711030069311,0.580980886883718,0.27771500140864,0.322292241393953,0.464018798918709,0.586193923866815,0.626690436827291,0.620351318355708,0.633294634473359,0.652089465569372,0,0,0.742489270386266,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.406467809129869,pd
0.25,FALSE,0.742489270386266,FALSE,3.32360474309189e-05,0,1,0.608294535732071,1,0.0554459104787518,0.263756890533923,0.235805430730592,0.311308434840039,0.311592434087466,0.388954173639373,0.400251462099709,0.332319424636403,0.272753766187268,0.256821077761029,0.0554459104787518,0.309905712758347,0.240434259361335,0.311308434840039,0.345823247760561,0.414031800850606,0.425159406447487,0.361464834907836,0.290860779556347,0.303190264512124,0,0.572652636651602,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.406467809129869,snp
0.25,FALSE,0.742489270386266,FALSE,2.22754832597666e-05,0,1,1,0.988477733410221,0.00290756692159698,0.0210408552614227,0.0125373067090133,0.0142640609809589,0.0180670786227683,0.0223980689065325,0.022808755453108,0.0203057901287901,0.0213700033097901,0.0203535151156652,0.00290756692159698,0.0247920438199375,0.0110432820098237,0.0142640609809589,0.0200518854867872,0.0225216836806672,0.0231840008741807,0.0229084285079805,0.0228508258839878,0.0256953204781642,0,0.127098772324708,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.406467809129869,pd
0,FALSE,0.206008583690987,FALSE,2.94847729598556e-05,0,1,0.494295217300363,1,0.0406957932013976,0.333721635617137,0.181872787407132,0.203430728480262,0.258904858304966,0.327446514118294,0.340580648848418,0.335065262975171,0.349401427581168,0.351416159418907,0.0406957932013976,0.392111998057957,0.185442925562538,0.203430728480262,0.287347538531305,0.348558465523371,0.361775234379585,0.36445149150455,0.372596767498285,0.414864540157386,0,0.338230713626667,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.406467809129869,snp
0.25,FALSE,0.399141630901288,FALSE,2.99735383632515e-05,0,1,1,1,0.00140174186456807,0,0.00553359387024961,0.00376584798523636,0.00440301299280182,0.00388586615585522,0,0,0,0,0.00140174186456807,0,0.00564221756758412,0.00376584798523636,0.00488671766874562,0.00413640544673743,0,0,0,0,0,0.483841583460175,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.406467809129869,pd
0.75,FALSE,0,FALSE,0.647887990316775,0,1,1,1,0.0388824228920691,0.0419278549009609,0.0942009888389589,0.0885528812384034,0.0685060533137349,0.0896258506406643,0.0933781647076753,0.0688116556103277,0.0522572144057053,0.0505594036420071,0.0388824228920691,0.05995800847578,0.0960501414765002,0.0885528812384034,0.0859246629799113,0.0971368700634475,0.0991891569215079,0.0748466441952226,0.0557263583632824,0.0596879317594762,0.959019833337635,0.201341098619526,0.257510729613734,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.406467809129869,pd
0.5,FALSE,0.180257510729614,FALSE,5.69778269008731e-05,0.927717150720788,1,0.567110959760624,1,0.0302358733895588,0.0772377201234362,0.109480315197111,0.117024050869422,0.137000167152648,0.156820057360262,0.161318652010744,0.144900177335393,0.104887040402337,0.0748012882078942,0.0302358733895588,0.090751792903794,0.111629398939232,0.117024050869422,0.152050684052133,0.16693095268998,0.17135763097028,0.157608357489063,0.111850064485768,0.0883067019082517,0,0.353105037053579,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.406467809129869,snp
0.5,FALSE,0,FALSE,3.09266308998734e-05,0,1,0.586199299702877,0.684818679345875,0.235119374454133,0.0349428096674081,0.0408517379764466,0.041835983281993,0.0478056571884925,0.0621632558575147,0.0502981349894272,0.0479495965077355,0.0470906112287231,0.0360978071207621,0.235119374454133,0.0410566575676422,0.0416536520535528,0.041835983281993,0.053057474513684,0.0661712009119279,0.0534282251096267,0.0521549199374347,0.0502167654116545,0.0426152860375243,0,0.152398638920069,0.862660944206009,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.406467809129869,pd
